,X,Y,XYIndex,Category,Description
417,-122.5017456986732,37.73590313988438,417.0,OTHER OFFENSES,OTHER OFFENSES
418,-122.5017456986732,37.73702410458321,418.0,,
419,-122.5017456986732,37.73814506928205,419.0,,
420,-122.5017456986732,37.73926603398088,420.0,LARCENY/THEFT,LARCENY/THEFT
421,-122.5017456986732,37.74038699867972,421.0,LARCENY/THEFT,LARCENY/THEFT
422,-122.5017456986732,37.74150796337855,422.0,VEHICLE THEFT,VEHICLE THEFT
423,-122.5017456986732,37.74262892807739,423.0,NON-CRIMINAL,NON-CRIMINAL
424,-122.5017456986732,37.74374989277622,424.0,LARCENY/THEFT,LARCENY/THEFT
425,-122.5017456986732,37.74487085747506,425.0,OTHER OFFENSES,OTHER OFFENSES
426,-122.5017456986732,37.74599182217389,426.0,LARCENY/THEFT,LARCENY/THEFT
427,-122.5017456986732,37.74711278687273,427.0,LARCENY/THEFT,LARCENY/THEFT
428,-122.5017456986732,37.74823375157156,428.0,NON-CRIMINAL,NON-CRIMINAL
429,-122.5017456986732,37.749354716270396,429.0,,
430,-122.5017456986732,37.75047568096923,430.0,,
431,-122.5017456986732,37.751596645668066,431.0,,
432,-122.5017456986732,37.7527176103669,432.0,,
433,-122.5017456986732,37.753838575065735,433.0,,
434,-122.5017456986732,37.75495953976457,434.0,,
435,-122.5017456986732,37.756080504463405,435.0,,
436,-122.5017456986732,37.75720146916224,436.0,,
437,-122.5017456986732,37.758322433861075,437.0,,
438,-122.5017456986732,37.760564363258744,438.0,,
439,-122.5017456986732,37.76168532795758,439.0,,
440,-122.5017456986732,37.762806292656414,440.0,,
441,-122.5002586529711,37.7078790224135,441.0,LARCENY/THEFT,LARCENY/THEFT
442,-122.5002586529711,37.708999987112335,442.0,SUSPICIOUS OCC,SUSPICIOUS OCC
443,-122.5002586529711,37.71012095181117,443.0,VANDALISM,VANDALISM
444,-122.5002586529711,37.711241916510005,444.0,LARCENY/THEFT,LARCENY/THEFT
445,-122.5002586529711,37.71236288120884,445.0,LARCENY/THEFT,LARCENY/THEFT
446,-122.5002586529711,37.713483845907675,446.0,LARCENY/THEFT,LARCENY/THEFT
447,-122.5002586529711,37.71460481060651,447.0,VEHICLE THEFT,VEHICLE THEFT
448,-122.5002586529711,37.715725775305344,448.0,LARCENY/THEFT,LARCENY/THEFT
449,-122.5002586529711,37.71684674000418,449.0,,
450,-122.5002586529711,37.717967704703014,450.0,OTHER OFFENSES,OTHER OFFENSES
451,-122.5002586529711,37.71908866940185,451.0,LARCENY/THEFT,LARCENY/THEFT
452,-122.5002586529711,37.720209634100684,452.0,OTHER OFFENSES,OTHER OFFENSES
453,-122.5002586529711,37.72133059879952,453.0,LARCENY/THEFT,LARCENY/THEFT
454,-122.5002586529711,37.72245156349835,454.0,MISSING PERSON,MISSING PERSON
455,-122.5002586529711,37.72357252819719,455.0,NON-CRIMINAL,NON-CRIMINAL
456,-122.5002586529711,37.72469349289602,456.0,NON-CRIMINAL,NON-CRIMINAL
457,-122.5002586529711,37.72581445759486,457.0,VEHICLE THEFT,VEHICLE THEFT
458,-122.5002586529711,37.7269354222937,458.0,MISSING PERSON,MISSING PERSON
459,-122.5002586529711,37.728056386992534,459.0,VEHICLE THEFT,VEHICLE THEFT
460,-122.5002586529711,37.72917735169137,460.0,VEHICLE THEFT,VEHICLE THEFT
461,-122.5002586529711,37.730298316390204,461.0,LARCENY/THEFT,LARCENY/THEFT
462,-122.5002586529711,37.73141928108904,462.0,LARCENY/THEFT,LARCENY/THEFT
463,-122.5002586529711,37.732540245787874,463.0,LARCENY/THEFT,LARCENY/THEFT
464,-122.5002586529711,37.73366121048671,464.0,LARCENY/THEFT,LARCENY/THEFT
465,-122.5002586529711,37.73478217518554,465.0,NON-CRIMINAL,NON-CRIMINAL
466,-122.5002586529711,37.73590313988438,466.0,NON-CRIMINAL,NON-CRIMINAL
467,-122.5002586529711,37.73702410458321,467.0,DRUG/NARCOTIC,DRUG/NARCOTIC
468,-122.5002586529711,37.73814506928205,468.0,NON-CRIMINAL,NON-CRIMINAL
469,-122.5002586529711,37.73926603398088,469.0,LARCENY/THEFT,LARCENY/THEFT
470,-122.5002586529711,37.74038699867972,470.0,VEHICLE THEFT,VEHICLE THEFT
471,-122.5002586529711,37.74150796337855,471.0,VEHICLE THEFT,VEHICLE THEFT
472,-122.5002586529711,37.74262892807739,472.0,NON-CRIMINAL,NON-CRIMINAL
473,-122.5002586529711,37.74374989277622,473.0,NON-CRIMINAL,NON-CRIMINAL
474,-122.5002586529711,37.74487085747506,474.0,NON-CRIMINAL,NON-CRIMINAL
475,-122.5002586529711,37.74599182217389,475.0,LARCENY/THEFT,LARCENY/THEFT
476,-122.5002586529711,37.74711278687273,476.0,LARCENY/THEFT,LARCENY/THEFT
477,-122.5002586529711,37.74823375157156,477.0,NON-CRIMINAL,NON-CRIMINAL
478,-122.5002586529711,37.749354716270396,478.0,,
479,-122.5002586529711,37.75047568096923,479.0,,
480,-122.5002586529711,37.751596645668066,480.0,,
481,-122.5002586529711,37.7527176103669,481.0,,
482,-122.5002586529711,37.753838575065735,482.0,,
483,-122.5002586529711,37.75495953976457,483.0,,
484,-122.5002586529711,37.756080504463405,484.0,,
485,-122.5002586529711,37.75720146916224,485.0,,
486,-122.5002586529711,37.758322433861075,486.0,,
487,-122.5002586529711,37.760564363258744,487.0,,
488,-122.5002586529711,37.76168532795758,488.0,,
489,-122.5002586529711,37.762806292656414,489.0,,
490,-122.49877160726899,37.7078790224135,490.0,,
491,-122.49877160726899,37.708999987112335,491.0,,
492,-122.49877160726899,37.71012095181117,492.0,LARCENY/THEFT,LARCENY/THEFT
493,-122.49877160726899,37.711241916510005,493.0,LARCENY/THEFT,LARCENY/THEFT
494,-122.49877160726899,37.71236288120884,494.0,VEHICLE THEFT,VEHICLE THEFT
495,-122.49877160726899,37.713483845907675,495.0,LARCENY/THEFT,LARCENY/THEFT
496,-122.49877160726899,37.71460481060651,496.0,LARCENY/THEFT,LARCENY/THEFT
497,-122.49877160726899,37.715725775305344,497.0,LARCENY/THEFT,LARCENY/THEFT
498,-122.49877160726899,37.71684674000418,498.0,OTHER OFFENSES,OTHER OFFENSES
499,-122.49877160726899,37.717967704703014,499.0,,
500,-122.49877160726899,37.71908866940185,500.0,VEHICLE THEFT,VEHICLE THEFT
501,-122.49877160726899,37.720209634100684,501.0,OTHER OFFENSES,OTHER OFFENSES
502,-122.49877160726899,37.72133059879952,502.0,VANDALISM,VANDALISM
503,-122.49877160726899,37.72245156349835,503.0,OTHER OFFENSES,OTHER OFFENSES
504,-122.49877160726899,37.72357252819719,504.0,OTHER OFFENSES,OTHER OFFENSES
505,-122.49877160726899,37.72469349289602,505.0,NON-CRIMINAL,NON-CRIMINAL
506,-122.49877160726899,37.72581445759486,506.0,ASSAULT,ASSAULT
507,-122.49877160726899,37.7269354222937,507.0,ASSAULT,ASSAULT
508,-122.49877160726899,37.728056386992534,508.0,LARCENY/THEFT,LARCENY/THEFT
509,-122.49877160726899,37.72917735169137,509.0,OTHER OFFENSES,OTHER OFFENSES
510,-122.49877160726899,37.730298316390204,510.0,OTHER OFFENSES,OTHER OFFENSES
511,-122.49877160726899,37.73141928108904,511.0,VEHICLE THEFT,VEHICLE THEFT
512,-122.49877160726899,37.732540245787874,512.0,NON-CRIMINAL,NON-CRIMINAL
513,-122.49877160726899,37.73366121048671,513.0,LARCENY/THEFT,LARCENY/THEFT
514,-122.49877160726899,37.73478217518554,514.0,NON-CRIMINAL,NON-CRIMINAL
515,-122.49877160726899,37.73590313988438,515.0,OTHER OFFENSES,OTHER OFFENSES
516,-122.49877160726899,37.73702410458321,516.0,OTHER OFFENSES,OTHER OFFENSES
517,-122.49877160726899,37.73814506928205,517.0,LARCENY/THEFT,LARCENY/THEFT
518,-122.49877160726899,37.73926603398088,518.0,LARCENY/THEFT,LARCENY/THEFT
519,-122.49877160726899,37.74038699867972,519.0,VEHICLE THEFT,VEHICLE THEFT
520,-122.49877160726899,37.74150796337855,520.0,NON-CRIMINAL,NON-CRIMINAL
521,-122.49877160726899,37.74262892807739,521.0,LARCENY/THEFT,LARCENY/THEFT
522,-122.49877160726899,37.74374989277622,522.0,OTHER OFFENSES,OTHER OFFENSES
523,-122.49877160726899,37.74487085747506,523.0,LARCENY/THEFT,LARCENY/THEFT
524,-122.49877160726899,37.74599182217389,524.0,VEHICLE THEFT,VEHICLE THEFT
525,-122.49877160726899,37.74711278687273,525.0,VEHICLE THEFT,VEHICLE THEFT
526,-122.49877160726899,37.74823375157156,526.0,,
527,-122.49877160726899,37.749354716270396,527.0,,
528,-122.49877160726899,37.75047568096923,528.0,,
529,-122.49877160726899,37.751596645668066,529.0,,
530,-122.49877160726899,37.7527176103669,530.0,,
531,-122.49877160726899,37.753838575065735,531.0,,
532,-122.49877160726899,37.75495953976457,532.0,,
533,-122.49877160726899,37.756080504463405,533.0,,
534,-122.49877160726899,37.75720146916224,534.0,,
535,-122.49877160726899,37.758322433861075,535.0,,
536,-122.49877160726899,37.760564363258744,536.0,,
537,-122.49877160726899,37.76168532795758,537.0,,
538,-122.49877160726899,37.762806292656414,538.0,,
539,-122.4972845615669,37.7078790224135,539.0,,
540,-122.4972845615669,37.708999987112335,540.0,,
541,-122.4972845615669,37.71012095181117,541.0,MISSING PERSON,MISSING PERSON
542,-122.4972845615669,37.711241916510005,542.0,LARCENY/THEFT,LARCENY/THEFT
543,-122.4972845615669,37.71236288120884,543.0,LARCENY/THEFT,LARCENY/THEFT
544,-122.4972845615669,37.713483845907675,544.0,LARCENY/THEFT,LARCENY/THEFT
545,-122.4972845615669,37.71460481060651,545.0,LARCENY/THEFT,LARCENY/THEFT
546,-122.4972845615669,37.715725775305344,546.0,,
547,-122.4972845615669,37.71684674000418,547.0,LARCENY/THEFT,LARCENY/THEFT
548,-122.4972845615669,37.717967704703014,548.0,LARCENY/THEFT,LARCENY/THEFT
549,-122.4972845615669,37.71908866940185,549.0,NON-CRIMINAL,NON-CRIMINAL
550,-122.4972845615669,37.720209634100684,550.0,LARCENY/THEFT,LARCENY/THEFT
551,-122.4972845615669,37.72133059879952,551.0,LARCENY/THEFT,LARCENY/THEFT
552,-122.4972845615669,37.72245156349835,552.0,NON-CRIMINAL,NON-CRIMINAL
553,-122.4972845615669,37.72357252819719,553.0,VEHICLE THEFT,VEHICLE THEFT
554,-122.4972845615669,37.72469349289602,554.0,LARCENY/THEFT,LARCENY/THEFT
555,-122.4972845615669,37.72581445759486,555.0,OTHER OFFENSES,OTHER OFFENSES
556,-122.4972845615669,37.7269354222937,556.0,OTHER OFFENSES,OTHER OFFENSES
557,-122.4972845615669,37.728056386992534,557.0,LARCENY/THEFT,LARCENY/THEFT
558,-122.4972845615669,37.72917735169137,558.0,VEHICLE THEFT,VEHICLE THEFT
559,-122.4972845615669,37.730298316390204,559.0,LARCENY/THEFT,LARCENY/THEFT
560,-122.4972845615669,37.73141928108904,560.0,LARCENY/THEFT,LARCENY/THEFT
561,-122.4972845615669,37.732540245787874,561.0,VEHICLE THEFT,VEHICLE THEFT
562,-122.4972845615669,37.73366121048671,562.0,OTHER OFFENSES,OTHER OFFENSES
563,-122.4972845615669,37.73478217518554,563.0,NON-CRIMINAL,NON-CRIMINAL
564,-122.4972845615669,37.73590313988438,564.0,NON-CRIMINAL,NON-CRIMINAL
565,-122.4972845615669,37.73702410458321,565.0,OTHER OFFENSES,OTHER OFFENSES
566,-122.4972845615669,37.73814506928205,566.0,LARCENY/THEFT,LARCENY/THEFT
567,-122.4972845615669,37.73926603398088,567.0,OTHER OFFENSES,OTHER OFFENSES
568,-122.4972845615669,37.74038699867972,568.0,LARCENY/THEFT,LARCENY/THEFT
569,-122.4972845615669,37.74150796337855,569.0,LARCENY/THEFT,LARCENY/THEFT
570,-122.4972845615669,37.74262892807739,570.0,VANDALISM,VANDALISM
571,-122.4972845615669,37.74374989277622,571.0,LARCENY/THEFT,LARCENY/THEFT
572,-122.4972845615669,37.74487085747506,572.0,LARCENY/THEFT,LARCENY/THEFT
573,-122.4972845615669,37.74599182217389,573.0,OTHER OFFENSES,OTHER OFFENSES
574,-122.4972845615669,37.74711278687273,574.0,LARCENY/THEFT,LARCENY/THEFT
575,-122.4972845615669,37.74823375157156,575.0,,
576,-122.4972845615669,37.749354716270396,576.0,,
577,-122.4972845615669,37.75047568096923,577.0,,
578,-122.4972845615669,37.751596645668066,578.0,,
579,-122.4972845615669,37.7527176103669,579.0,,
580,-122.4972845615669,37.753838575065735,580.0,,
581,-122.4972845615669,37.75495953976457,581.0,,
582,-122.4972845615669,37.756080504463405,582.0,,
583,-122.4972845615669,37.75720146916224,583.0,,
584,-122.4972845615669,37.758322433861075,584.0,,
585,-122.4972845615669,37.760564363258744,585.0,,
586,-122.4972845615669,37.76168532795758,586.0,,
587,-122.4972845615669,37.762806292656414,587.0,,
588,-122.4957975158648,37.7078790224135,588.0,,
589,-122.4957975158648,37.708999987112335,589.0,,
590,-122.4957975158648,37.71012095181117,590.0,DRUG/NARCOTIC,DRUG/NARCOTIC
591,-122.4957975158648,37.711241916510005,591.0,LARCENY/THEFT,LARCENY/THEFT
592,-122.4957975158648,37.71236288120884,592.0,LARCENY/THEFT,LARCENY/THEFT
593,-122.4957975158648,37.713483845907675,593.0,LARCENY/THEFT,LARCENY/THEFT
594,-122.4957975158648,37.71460481060651,594.0,LARCENY/THEFT,LARCENY/THEFT
595,-122.4957975158648,37.715725775305344,595.0,OTHER OFFENSES,OTHER OFFENSES
596,-122.4957975158648,37.71684674000418,596.0,LARCENY/THEFT,LARCENY/THEFT
597,-122.4957975158648,37.717967704703014,597.0,LARCENY/THEFT,LARCENY/THEFT
598,-122.4957975158648,37.71908866940185,598.0,LARCENY/THEFT,LARCENY/THEFT
599,-122.4957975158648,37.720209634100684,599.0,OTHER OFFENSES,OTHER OFFENSES
600,-122.4957975158648,37.72133059879952,600.0,VANDALISM,VANDALISM
601,-122.4957975158648,37.72245156349835,601.0,OTHER OFFENSES,OTHER OFFENSES
602,-122.4957975158648,37.72357252819719,602.0,OTHER OFFENSES,OTHER OFFENSES
603,-122.4957975158648,37.72469349289602,603.0,OTHER OFFENSES,OTHER OFFENSES
604,-122.4957975158648,37.72581445759486,604.0,NON-CRIMINAL,NON-CRIMINAL
605,-122.4957975158648,37.7269354222937,605.0,OTHER OFFENSES,OTHER OFFENSES
606,-122.4957975158648,37.728056386992534,606.0,OTHER OFFENSES,OTHER OFFENSES
607,-122.4957975158648,37.72917735169137,607.0,OTHER OFFENSES,OTHER OFFENSES
608,-122.4957975158648,37.730298316390204,608.0,OTHER OFFENSES,OTHER OFFENSES
609,-122.4957975158648,37.73141928108904,609.0,OTHER OFFENSES,OTHER OFFENSES
610,-122.4957975158648,37.732540245787874,610.0,OTHER OFFENSES,OTHER OFFENSES
611,-122.4957975158648,37.73366121048671,611.0,OTHER OFFENSES,OTHER OFFENSES
612,-122.4957975158648,37.73478217518554,612.0,OTHER OFFENSES,OTHER OFFENSES
613,-122.4957975158648,37.73590313988438,613.0,OTHER OFFENSES,OTHER OFFENSES
614,-122.4957975158648,37.73702410458321,614.0,LARCENY/THEFT,LARCENY/THEFT
615,-122.4957975158648,37.73814506928205,615.0,,
616,-122.4957975158648,37.73926603398088,616.0,LARCENY/THEFT,LARCENY/THEFT
617,-122.4957975158648,37.74038699867972,617.0,NON-CRIMINAL,NON-CRIMINAL
618,-122.4957975158648,37.74150796337855,618.0,VEHICLE THEFT,VEHICLE THEFT
619,-122.4957975158648,37.74262892807739,619.0,VEHICLE THEFT,VEHICLE THEFT
620,-122.4957975158648,37.74374989277622,620.0,LARCENY/THEFT,LARCENY/THEFT
621,-122.4957975158648,37.74487085747506,621.0,LARCENY/THEFT,LARCENY/THEFT
622,-122.4957975158648,37.74599182217389,622.0,VEHICLE THEFT,VEHICLE THEFT
623,-122.4957975158648,37.74711278687273,623.0,LARCENY/THEFT,LARCENY/THEFT
624,-122.4957975158648,37.74823375157156,624.0,,
625,-122.4957975158648,37.749354716270396,625.0,,
626,-122.4957975158648,37.75047568096923,626.0,,
627,-122.4957975158648,37.751596645668066,627.0,,
628,-122.4957975158648,37.7527176103669,628.0,,
629,-122.4957975158648,37.753838575065735,629.0,,
630,-122.4957975158648,37.75495953976457,630.0,,
631,-122.4957975158648,37.756080504463405,631.0,,
632,-122.4957975158648,37.75720146916224,632.0,LARCENY/THEFT,LARCENY/THEFT
633,-122.4957975158648,37.758322433861075,633.0,,
634,-122.4957975158648,37.760564363258744,634.0,,
635,-122.4957975158648,37.76168532795758,635.0,,
636,-122.4957975158648,37.762806292656414,636.0,,
637,-122.4943104701627,37.7078790224135,637.0,,
638,-122.4943104701627,37.708999987112335,638.0,LARCENY/THEFT,LARCENY/THEFT
639,-122.4943104701627,37.71012095181117,639.0,LARCENY/THEFT,LARCENY/THEFT
640,-122.4943104701627,37.711241916510005,640.0,LARCENY/THEFT,LARCENY/THEFT
641,-122.4943104701627,37.71236288120884,641.0,LARCENY/THEFT,LARCENY/THEFT
642,-122.4943104701627,37.713483845907675,642.0,LARCENY/THEFT,LARCENY/THEFT
643,-122.4943104701627,37.71460481060651,643.0,LARCENY/THEFT,LARCENY/THEFT
644,-122.4943104701627,37.715725775305344,644.0,LARCENY/THEFT,LARCENY/THEFT
645,-122.4943104701627,37.71684674000418,645.0,OTHER OFFENSES,OTHER OFFENSES
646,-122.4943104701627,37.717967704703014,646.0,LARCENY/THEFT,LARCENY/THEFT
647,-122.4943104701627,37.71908866940185,647.0,OTHER OFFENSES,OTHER OFFENSES
648,-122.4943104701627,37.720209634100684,648.0,OTHER OFFENSES,OTHER OFFENSES
649,-122.4943104701627,37.72133059879952,649.0,VEHICLE THEFT,VEHICLE THEFT
650,-122.4943104701627,37.72245156349835,650.0,LARCENY/THEFT,LARCENY/THEFT
651,-122.4943104701627,37.72357252819719,651.0,LARCENY/THEFT,LARCENY/THEFT
652,-122.4943104701627,37.72469349289602,652.0,LARCENY/THEFT,LARCENY/THEFT
653,-122.4943104701627,37.72581445759486,653.0,LARCENY/THEFT,LARCENY/THEFT
654,-122.4943104701627,37.7269354222937,654.0,LARCENY/THEFT,LARCENY/THEFT
655,-122.4943104701627,37.728056386992534,655.0,LARCENY/THEFT,LARCENY/THEFT
656,-122.4943104701627,37.72917735169137,656.0,LARCENY/THEFT,LARCENY/THEFT
657,-122.4943104701627,37.730298316390204,657.0,LARCENY/THEFT,LARCENY/THEFT
658,-122.4943104701627,37.73141928108904,658.0,VEHICLE THEFT,VEHICLE THEFT
659,-122.4943104701627,37.732540245787874,659.0,VEHICLE THEFT,VEHICLE THEFT
660,-122.4943104701627,37.73366121048671,660.0,LARCENY/THEFT,LARCENY/THEFT
661,-122.4943104701627,37.73478217518554,661.0,LARCENY/THEFT,LARCENY/THEFT
662,-122.4943104701627,37.73590313988438,662.0,LARCENY/THEFT,LARCENY/THEFT
663,-122.4943104701627,37.73702410458321,663.0,LARCENY/THEFT,LARCENY/THEFT
664,-122.4943104701627,37.73814506928205,664.0,,
665,-122.4943104701627,37.73926603398088,665.0,,
666,-122.4943104701627,37.74038699867972,666.0,OTHER OFFENSES,OTHER OFFENSES
667,-122.4943104701627,37.74150796337855,667.0,LARCENY/THEFT,LARCENY/THEFT
668,-122.4943104701627,37.74262892807739,668.0,LARCENY/THEFT,LARCENY/THEFT
669,-122.4943104701627,37.74374989277622,669.0,OTHER OFFENSES,OTHER OFFENSES
670,-122.4943104701627,37.74487085747506,670.0,OTHER OFFENSES,OTHER OFFENSES
671,-122.4943104701627,37.74599182217389,671.0,LARCENY/THEFT,LARCENY/THEFT
672,-122.4943104701627,37.74711278687273,672.0,LARCENY/THEFT,LARCENY/THEFT
673,-122.4943104701627,37.74823375157156,673.0,,
674,-122.4943104701627,37.749354716270396,674.0,,
675,-122.4943104701627,37.75047568096923,675.0,,
676,-122.4943104701627,37.751596645668066,676.0,,
677,-122.4943104701627,37.7527176103669,677.0,,
678,-122.4943104701627,37.753838575065735,678.0,,
679,-122.4943104701627,37.75495953976457,679.0,,
680,-122.4943104701627,37.756080504463405,680.0,,
681,-122.4943104701627,37.75720146916224,681.0,NON-CRIMINAL,NON-CRIMINAL
682,-122.4943104701627,37.758322433861075,682.0,,
683,-122.4943104701627,37.760564363258744,683.0,,
684,-122.4943104701627,37.76168532795758,684.0,,
685,-122.4943104701627,37.762806292656414,685.0,,
686,-122.4928234244606,37.7078790224135,686.0,LARCENY/THEFT,LARCENY/THEFT
687,-122.4928234244606,37.708999987112335,687.0,LARCENY/THEFT,LARCENY/THEFT
688,-122.4928234244606,37.71012095181117,688.0,OTHER OFFENSES,OTHER OFFENSES
689,-122.4928234244606,37.711241916510005,689.0,OTHER OFFENSES,OTHER OFFENSES
690,-122.4928234244606,37.71236288120884,690.0,MISSING PERSON,MISSING PERSON
691,-122.4928234244606,37.713483845907675,691.0,VEHICLE THEFT,VEHICLE THEFT
692,-122.4928234244606,37.71460481060651,692.0,LARCENY/THEFT,LARCENY/THEFT
693,-122.4928234244606,37.715725775305344,693.0,LARCENY/THEFT,LARCENY/THEFT
694,-122.4928234244606,37.71684674000418,694.0,NON-CRIMINAL,NON-CRIMINAL
695,-122.4928234244606,37.717967704703014,695.0,LARCENY/THEFT,LARCENY/THEFT
696,-122.4928234244606,37.71908866940185,696.0,OTHER OFFENSES,OTHER OFFENSES
697,-122.4928234244606,37.720209634100684,697.0,OTHER OFFENSES,OTHER OFFENSES
698,-122.4928234244606,37.72133059879952,698.0,LARCENY/THEFT,LARCENY/THEFT
699,-122.4928234244606,37.72245156349835,699.0,LARCENY/THEFT,LARCENY/THEFT
700,-122.4928234244606,37.72357252819719,700.0,LARCENY/THEFT,LARCENY/THEFT
701,-122.4928234244606,37.72469349289602,701.0,OTHER OFFENSES,OTHER OFFENSES
702,-122.4928234244606,37.72581445759486,702.0,LARCENY/THEFT,LARCENY/THEFT
703,-122.4928234244606,37.7269354222937,703.0,ASSAULT,ASSAULT
704,-122.4928234244606,37.728056386992534,704.0,LARCENY/THEFT,LARCENY/THEFT
705,-122.4928234244606,37.72917735169137,705.0,LARCENY/THEFT,LARCENY/THEFT
706,-122.4928234244606,37.730298316390204,706.0,LARCENY/THEFT,LARCENY/THEFT
707,-122.4928234244606,37.73141928108904,707.0,LARCENY/THEFT,LARCENY/THEFT
708,-122.4928234244606,37.732540245787874,708.0,LARCENY/THEFT,LARCENY/THEFT
709,-122.4928234244606,37.73366121048671,709.0,VEHICLE THEFT,VEHICLE THEFT
710,-122.4928234244606,37.73478217518554,710.0,LARCENY/THEFT,LARCENY/THEFT
711,-122.4928234244606,37.73590313988438,711.0,LARCENY/THEFT,LARCENY/THEFT
712,-122.4928234244606,37.73702410458321,712.0,,
713,-122.4928234244606,37.73814506928205,713.0,,
714,-122.4928234244606,37.73926603398088,714.0,LARCENY/THEFT,LARCENY/THEFT
715,-122.4928234244606,37.74038699867972,715.0,OTHER OFFENSES,OTHER OFFENSES
716,-122.4928234244606,37.74150796337855,716.0,LARCENY/THEFT,LARCENY/THEFT
717,-122.4928234244606,37.74262892807739,717.0,OTHER OFFENSES,OTHER OFFENSES
718,-122.4928234244606,37.74374989277622,718.0,OTHER OFFENSES,OTHER OFFENSES
719,-122.4928234244606,37.74487085747506,719.0,LARCENY/THEFT,LARCENY/THEFT
720,-122.4928234244606,37.74599182217389,720.0,LARCENY/THEFT,LARCENY/THEFT
721,-122.4928234244606,37.74711278687273,721.0,LARCENY/THEFT,LARCENY/THEFT
722,-122.4928234244606,37.74823375157156,722.0,,
723,-122.4928234244606,37.749354716270396,723.0,,
724,-122.4928234244606,37.75047568096923,724.0,,
725,-122.4928234244606,37.751596645668066,725.0,,
726,-122.4928234244606,37.7527176103669,726.0,,
727,-122.4928234244606,37.753838575065735,727.0,,
728,-122.4928234244606,37.75495953976457,728.0,,
729,-122.4928234244606,37.756080504463405,729.0,,
730,-122.4928234244606,37.75720146916224,730.0,,
731,-122.4928234244606,37.758322433861075,731.0,,
732,-122.4928234244606,37.760564363258744,732.0,,
733,-122.4928234244606,37.76168532795758,733.0,,
734,-122.4928234244606,37.762806292656414,734.0,,
735,-122.4913363787585,37.7078790224135,735.0,LARCENY/THEFT,LARCENY/THEFT
736,-122.4913363787585,37.708999987112335,736.0,LARCENY/THEFT,LARCENY/THEFT
737,-122.4913363787585,37.71012095181117,737.0,OTHER OFFENSES,OTHER OFFENSES
738,-122.4913363787585,37.711241916510005,738.0,OTHER OFFENSES,OTHER OFFENSES
739,-122.4913363787585,37.71236288120884,739.0,ASSAULT,ASSAULT
740,-122.4913363787585,37.713483845907675,740.0,ASSAULT,ASSAULT
741,-122.4913363787585,37.71460481060651,741.0,OTHER OFFENSES,OTHER OFFENSES
742,-122.4913363787585,37.715725775305344,742.0,LARCENY/THEFT,LARCENY/THEFT
743,-122.4913363787585,37.71684674000418,743.0,LARCENY/THEFT,LARCENY/THEFT
744,-122.4913363787585,37.717967704703014,744.0,ASSAULT,ASSAULT
745,-122.4913363787585,37.71908866940185,745.0,LARCENY/THEFT,LARCENY/THEFT
746,-122.4913363787585,37.720209634100684,746.0,LARCENY/THEFT,LARCENY/THEFT
747,-122.4913363787585,37.72133059879952,747.0,BURGLARY,BURGLARY
748,-122.4913363787585,37.72245156349835,748.0,LARCENY/THEFT,LARCENY/THEFT
749,-122.4913363787585,37.72357252819719,749.0,LARCENY/THEFT,LARCENY/THEFT
750,-122.4913363787585,37.72469349289602,750.0,OTHER OFFENSES,OTHER OFFENSES
751,-122.4913363787585,37.72581445759486,751.0,LARCENY/THEFT,LARCENY/THEFT
752,-122.4913363787585,37.7269354222937,752.0,LARCENY/THEFT,LARCENY/THEFT
753,-122.4913363787585,37.728056386992534,753.0,LARCENY/THEFT,LARCENY/THEFT
754,-122.4913363787585,37.72917735169137,754.0,LARCENY/THEFT,LARCENY/THEFT
755,-122.4913363787585,37.730298316390204,755.0,LARCENY/THEFT,LARCENY/THEFT
756,-122.4913363787585,37.73141928108904,756.0,LARCENY/THEFT,LARCENY/THEFT
757,-122.4913363787585,37.732540245787874,757.0,LARCENY/THEFT,LARCENY/THEFT
758,-122.4913363787585,37.73366121048671,758.0,LARCENY/THEFT,LARCENY/THEFT
759,-122.4913363787585,37.73478217518554,759.0,LARCENY/THEFT,LARCENY/THEFT
760,-122.4913363787585,37.73590313988438,760.0,LARCENY/THEFT,LARCENY/THEFT
761,-122.4913363787585,37.73702410458321,761.0,LARCENY/THEFT,LARCENY/THEFT
762,-122.4913363787585,37.73814506928205,762.0,DRUG/NARCOTIC,DRUG/NARCOTIC
763,-122.4913363787585,37.73926603398088,763.0,LARCENY/THEFT,LARCENY/THEFT
764,-122.4913363787585,37.74038699867972,764.0,LARCENY/THEFT,LARCENY/THEFT
765,-122.4913363787585,37.74150796337855,765.0,OTHER OFFENSES,OTHER OFFENSES
766,-122.4913363787585,37.74262892807739,766.0,LARCENY/THEFT,LARCENY/THEFT
767,-122.4913363787585,37.74374989277622,767.0,LARCENY/THEFT,LARCENY/THEFT
768,-122.4913363787585,37.74487085747506,768.0,LARCENY/THEFT,LARCENY/THEFT
769,-122.4913363787585,37.74599182217389,769.0,LARCENY/THEFT,LARCENY/THEFT
770,-122.4913363787585,37.74711278687273,770.0,LARCENY/THEFT,LARCENY/THEFT
771,-122.4913363787585,37.74823375157156,771.0,,
772,-122.4913363787585,37.749354716270396,772.0,,
773,-122.4913363787585,37.75047568096923,773.0,,
774,-122.4913363787585,37.751596645668066,774.0,,
775,-122.4913363787585,37.7527176103669,775.0,,
776,-122.4913363787585,37.753838575065735,776.0,,
777,-122.4913363787585,37.75495953976457,777.0,,
778,-122.4913363787585,37.756080504463405,778.0,,
